TargetUser,NeighborUser,Similarity
10052,27046,0.532709
10052,24986,0.499849
10052,58427,0.480576
10052,33935,0.476817
10052,15928,0.473871
10052,16025,0.472211
10052,69927,0.471328
10052,33404,0.468170
10052,55740,0.466899
10052,69252,0.466536
10052,70833,0.463664
10052,5343,0.462759
10052,58077,0.461567
10052,48906,0.461474
10052,65663,0.460976
10052,22154,0.460680
10052,14424,0.460263
10052,5868,0.459387
10052,19967,0.455364
10052,36159,0.454252
10052,69362,0.451817
10052,43422,0.450687
10052,64013,0.450620
10052,7592,0.449399
10052,37445,0.447677
10052,27645,0.447494
10052,15482,0.447313
10052,60496,0.447312
10052,55714,0.446722
10052,20352,0.446245
10052,31594,0.445782
10052,57227,0.443553
10052,54889,0.443478
10052,19534,0.443190
10052,43748,0.442653
10052,20211,0.442040
10052,3882,0.441516
10052,1648,0.441410
10052,16506,0.441366
10052,19889,0.440826
10052,38898,0.439955
10052,26252,0.439542
10052,5441,0.438927
10052,60566,0.438549
10052,29133,0.438300
10052,40588,0.438291
10052,8471,0.438268
10052,49419,0.437397
10052,29433,0.436430
10052,17278,0.435441
