TargetUser,MovieID,Title,PredictedRating
10077,1147,When We Were Kings (1996),5.0000
10077,670,"World of Apu, The (Apur Sansar) (1959)",5.0000
10077,3152,"Last Picture Show, The (1971)",5.0000
10077,845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",5.0000
10077,3095,"Grapes of Wrath, The (1940)",5.0000
10077,1123,"Perfect Candidate, A (1996)",5.0000
10077,2312,Children of a Lesser God (1986),5.0000
10077,803,Walking and Talking (1996),5.0000
10077,1076,"Innocents, The (1961)",5.0000
10077,957,"Scarlet Letter, The (1926)",5.0000
