TargetUser,NeighborUser,Similarity
10082,60139,0.340319
10082,1866,0.334119
10082,8661,0.331706
10082,6075,0.331321
10082,39711,0.330376
10082,18973,0.329671
10082,38653,0.327419
10082,19298,0.324679
10082,45672,0.324453
10082,26886,0.323384
10082,20173,0.322693
10082,6357,0.322104
10082,8666,0.321855
10082,11530,0.321116
10082,14751,0.320526
10082,40042,0.318907
10082,53193,0.318721
10082,61119,0.318132
10082,32149,0.317487
10082,50562,0.317279
10082,55674,0.316302
10082,1270,0.315911
10082,71167,0.313653
10082,67802,0.313241
10082,21394,0.312250
10082,11523,0.310335
10082,31324,0.309874
10082,55763,0.308001
10082,59530,0.307310
10082,65197,0.306690
10082,52972,0.306351
10082,14684,0.306198
10082,67144,0.305834
10082,27560,0.305581
10082,63487,0.305283
10082,8530,0.305043
10082,8984,0.304972
10082,63071,0.304195
10082,5507,0.303757
10082,7078,0.303733
10082,28238,0.303176
10082,58196,0.302396
10082,63995,0.302229
10082,5285,0.301616
10082,58457,0.301472
10082,21888,0.301266
10082,64188,0.300965
10082,59596,0.300196
10082,32936,0.299992
10082,32587,0.299834
