TargetUser,MovieID,Title,PredictedRating
10035,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),5.0000
10035,2667,"Mole People, The (1956)",5.0000
10035,2656,Tarantula (1955),5.0000
10035,26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956),5.0000
10035,5360,"Survivors, The (1983)",5.0000
10035,3012,Battling Butler (1926),5.0000
10035,6896,Shoah (1985),5.0000
10035,8275,College (1927),5.0000
10035,1098,"Search for One-eye Jimmy, The (1996)",5.0000
10035,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),5.0000
