TargetUser,NeighborUser,Similarity
10066,26021,0.604182
10066,37415,0.544385
10066,24546,0.538668
10066,4423,0.523275
10066,5585,0.522711
10066,46642,0.518847
10066,52246,0.513405
10066,42555,0.509374
10066,56344,0.508429
10066,45142,0.507924
10066,6666,0.507490
10066,49643,0.506670
10066,61361,0.502932
10066,4016,0.500009
10066,67370,0.497945
10066,62125,0.488811
10066,21177,0.488188
10066,9458,0.487837
10066,2240,0.487078
10066,54199,0.485592
10066,36733,0.483543
10066,7398,0.478426
10066,54688,0.475901
10066,14507,0.475595
10066,3367,0.475455
10066,12523,0.474190
10066,3328,0.472747
10066,5803,0.472065
10066,31194,0.471376
10066,3933,0.471258
10066,54939,0.470401
10066,37603,0.467909
10066,25884,0.466086
10066,2788,0.465634
10066,58343,0.464803
10066,10593,0.464467
10066,18948,0.462595
10066,8227,0.461366
10066,64103,0.461234
10066,61332,0.460661
10066,40924,0.460648
10066,49014,0.460071
10066,24767,0.459941
10066,25010,0.459671
10066,17457,0.458759
10066,54226,0.458687
10066,2294,0.458412
10066,49587,0.456216
10066,50465,0.455972
10066,6768,0.455668
