TargetUser,MovieID,Title,PredictedRating
10072,49,When Night Is Falling (1995),5.0000
10072,2839,West Beirut (West Beyrouth) (1998),5.0000
10072,3880,"Ballad of Ramblin' Jack, The (2000)",5.0000
10072,3002,My Best Fiend (Mein liebster Feind) (1999),5.0000
10072,758,"Jar, The (Khomreh) (1992)",5.0000
10072,189,Reckless (1995),5.0000
10072,2503,"Apple, The (Sib) (1998)",5.0000
10072,841,Eyes Without a Face (Les Yeux sans visage) (1959),5.0000
10072,1144,"Line King: The Al Hirschfeld Story, The (1996)",5.0000
10072,3629,"Gold Rush, The (1925)",5.0000
