TargetUser,MovieID,Title,PredictedRating
10085,83,Once Upon a Time... When We Were Colored (1995),5.0000
10085,837,Matilda (1996),5.0000
10085,621,My Favorite Season (1993),5.0000
10085,848,"Spitfire Grill, The (1996)",5.0000
10085,801,Harriet the Spy (1996),5.0000
10085,125,Flirting With Disaster (1996),5.0000
10085,685,It's My Party (1996),5.0000
10085,321,Strawberry and Chocolate (Fresa y chocolate) (1993),5.0000
10085,830,"First Wives Club, The (1996)",5.0000
10085,633,Denise Calls Up (1995),5.0000
