TargetUser,NeighborUser,Similarity
10030,63195,0.439990
10030,37819,0.423195
10030,28362,0.419725
10030,12292,0.419175
10030,39275,0.418231
10030,11226,0.417884
10030,11518,0.417296
10030,15705,0.415301
10030,19310,0.414110
10030,49165,0.414101
10030,37490,0.410313
10030,18606,0.409772
10030,32681,0.408485
10030,20940,0.406306
10030,8178,0.406127
10030,55567,0.404294
10030,55722,0.403975
10030,54007,0.402934
10030,52142,0.402541
10030,63534,0.401877
10030,69216,0.401266
10030,67074,0.400685
10030,25638,0.400159
10030,32560,0.398704
10030,59937,0.398396
10030,18769,0.397979
10030,67028,0.396555
10030,32803,0.395163
10030,47985,0.392391
10030,20717,0.392056
10030,37741,0.391099
10030,28696,0.390193
10030,31733,0.388702
10030,66909,0.386927
10030,61355,0.385033
10030,8038,0.384204
10030,16574,0.383571
10030,33417,0.383560
10030,11470,0.383018
10030,21141,0.382828
10030,45414,0.381834
10030,25132,0.381618
10030,50573,0.381381
10030,45809,0.380675
10030,59714,0.380650
10030,66435,0.380181
10030,42016,0.379605
10030,46666,0.377849
10030,28311,0.377707
10030,31934,0.377335
