TargetUser,NeighborUser,Similarity
10024,11907,0.297455
10024,64091,0.291661
10024,12568,0.290832
10024,55680,0.289871
10024,62086,0.287872
10024,20059,0.283654
10024,66711,0.283023
10024,53497,0.280808
10024,12976,0.279631
10024,71430,0.275790
10024,68394,0.275238
10024,60732,0.274891
10024,27223,0.273941
10024,27851,0.273401
10024,58987,0.273393
10024,13176,0.272995
10024,25217,0.272987
10024,57469,0.272958
10024,26337,0.271954
10024,14786,0.271626
10024,17745,0.269331
10024,66185,0.269091
10024,42341,0.268653
10024,32958,0.268610
10024,42121,0.268588
10024,1053,0.266520
10024,21658,0.266451
10024,55889,0.266057
10024,68155,0.264050
10024,53620,0.263726
10024,14092,0.263385
10024,53883,0.263178
10024,13228,0.263170
10024,25889,0.263109
10024,32253,0.263032
10024,55851,0.262753
10024,34192,0.262548
10024,69004,0.262399
10024,30790,0.262031
10024,41204,0.261819
10024,32582,0.261657
10024,45656,0.261570
10024,33354,0.261456
10024,66048,0.261151
10024,25756,0.260864
10024,11023,0.260350
10024,26480,0.260227
10024,67812,0.259428
10024,49527,0.258773
10024,25334,0.258437
