TargetUser,NeighborUser,Similarity
1007,31876,0.263241
1007,47601,0.258837
1007,2412,0.258438
1007,11250,0.258214
1007,10293,0.257444
1007,50375,0.248053
1007,53622,0.241607
1007,47801,0.237507
1007,65640,0.237335
1007,55395,0.229935
1007,65756,0.229181
1007,18558,0.228806
1007,16121,0.227507
1007,6208,0.227240
1007,46797,0.226847
1007,13451,0.226687
1007,10519,0.226521
1007,13438,0.224720
1007,24601,0.222831
1007,51180,0.222765
1007,46768,0.222443
1007,49663,0.221645
1007,28911,0.220885
1007,28854,0.220070
1007,4710,0.219787
1007,18489,0.219572
1007,31907,0.219280
1007,13862,0.216310
1007,52380,0.216234
1007,58065,0.215993
1007,31763,0.215563
1007,6597,0.215305
1007,2616,0.214971
1007,32210,0.214688
1007,63295,0.213260
1007,39405,0.212711
1007,28833,0.212612
1007,45870,0.212542
1007,55047,0.211055
1007,26863,0.210691
1007,7930,0.210413
1007,61161,0.209456
1007,41421,0.208514
1007,64150,0.206773
1007,43197,0.206568
1007,68255,0.206399
1007,62883,0.205565
1007,36232,0.204999
1007,33646,0.204545
1007,60620,0.203945
