TargetUser,NeighborUser,Similarity
10017,2348,0.403954
10017,28297,0.397738
10017,24052,0.374564
10017,61587,0.341006
10017,31120,0.323690
10017,30921,0.303625
10017,2914,0.303421
10017,4372,0.301760
10017,56503,0.294929
10017,56659,0.289742
10017,68704,0.287888
10017,23441,0.287836
10017,39370,0.287127
10017,17452,0.281488
10017,31358,0.277843
10017,59664,0.272216
10017,69590,0.271033
10017,53502,0.264981
10017,26916,0.251231
10017,26857,0.248633
10017,33488,0.247381
10017,39865,0.240012
10017,59161,0.238511
10017,1644,0.237971
10017,60526,0.233940
10017,27077,0.229727
10017,67251,0.223263
10017,6914,0.217676
10017,62552,0.217137
10017,246,0.210570
10017,22019,0.208214
10017,35107,0.207711
10017,46522,0.204807
10017,68330,0.203170
10017,18424,0.202720
10017,3408,0.201529
10017,11568,0.197895
10017,7521,0.193022
10017,3897,0.192143
10017,4240,0.191755
10017,7392,0.187528
10017,29460,0.186745
10017,55066,0.186744
10017,59631,0.185614
10017,28392,0.185204
10017,47519,0.183394
10017,62966,0.182991
10017,22043,0.181579
10017,38470,0.180001
10017,18982,0.178999
