TargetUser,NeighborUser,Similarity
10089,30348,0.321109
10089,67689,0.308449
10089,70978,0.304327
10089,27702,0.303560
10089,37824,0.296107
10089,28592,0.281426
10089,26020,0.280722
10089,47965,0.274549
10089,45623,0.273940
10089,12785,0.268861
10089,37712,0.267961
10089,18472,0.264298
10089,40791,0.257785
10089,32451,0.251305
10089,14880,0.249934
10089,67706,0.249378
10089,70326,0.249031
10089,57769,0.248875
10089,24163,0.246173
10089,13392,0.246169
10089,4121,0.245730
10089,55108,0.242869
10089,11849,0.242709
10089,5599,0.242304
10089,32089,0.240323
10089,56571,0.238632
10089,721,0.237565
10089,13994,0.237348
10089,61601,0.236839
10089,11250,0.236729
10089,29857,0.235935
10089,5108,0.234194
10089,20195,0.234189
10089,35667,0.233974
10089,43416,0.233847
10089,33241,0.232074
10089,24005,0.230679
10089,13110,0.229175
10089,46330,0.229116
10089,23940,0.228747
10089,46652,0.228736
10089,50701,0.228010
10089,39673,0.227521
10089,3982,0.227445
10089,56893,0.226466
10089,34396,0.226023
10089,57014,0.225853
10089,5052,0.225752
10089,64333,0.225740
10089,19879,0.225641
