TargetUser,NeighborUser,Similarity
10007,8115,0.502688
10007,66673,0.485523
10007,34491,0.485518
10007,16120,0.483720
10007,17130,0.483029
10007,3001,0.482138
10007,9561,0.479263
10007,40081,0.478430
10007,24618,0.476427
10007,45897,0.470832
10007,65942,0.468210
10007,5016,0.467494
10007,7570,0.466912
10007,71258,0.464908
10007,57808,0.464119
10007,67688,0.462691
10007,38471,0.462628
10007,29864,0.460908
10007,61467,0.460595
10007,69058,0.459456
10007,56476,0.459449
10007,42934,0.459444
10007,69961,0.458795
10007,26511,0.457472
10007,57312,0.457344
10007,41594,0.456885
10007,13912,0.455337
10007,45830,0.455304
10007,20171,0.455213
10007,11685,0.454956
10007,3907,0.454038
10007,42018,0.453787
10007,59425,0.453200
10007,12619,0.452214
10007,10146,0.451067
10007,26876,0.450430
10007,55129,0.450049
10007,46286,0.449558
10007,541,0.449044
10007,14524,0.448256
10007,1605,0.447929
10007,54686,0.447646
10007,57150,0.446792
10007,65836,0.446021
10007,65160,0.446016
10007,11779,0.443882
10007,56612,0.443644
10007,65863,0.443361
10007,51798,0.443120
10007,40724,0.442828
