TargetUser,NeighborUser,Similarity
10038,39573,0.669377
10038,15960,0.643402
10038,6693,0.635924
10038,64700,0.624871
10038,34949,0.622849
10038,16684,0.621663
10038,66647,0.618757
10038,50250,0.617162
10038,54840,0.613845
10038,11349,0.613506
10038,37462,0.611362
10038,27627,0.610371
10038,39353,0.608921
10038,71034,0.608829
10038,13901,0.606752
10038,48964,0.605111
10038,31947,0.605084
10038,57450,0.605027
10038,15118,0.604949
10038,39402,0.604811
10038,25959,0.604274
10038,46078,0.603832
10038,34842,0.603031
10038,10262,0.602580
10038,25010,0.601976
10038,68269,0.600838
10038,63231,0.597789
10038,43559,0.597153
10038,15203,0.597081
10038,18325,0.595686
10038,15681,0.594159
10038,45820,0.591807
10038,46215,0.591545
10038,17395,0.591076
10038,37832,0.590749
10038,23223,0.590539
10038,62531,0.590460
10038,28418,0.590232
10038,44151,0.589237
10038,61614,0.589201
10038,66761,0.589048
10038,68177,0.588230
10038,15023,0.588196
10038,54851,0.587855
10038,44587,0.585392
10038,14704,0.584032
10038,44313,0.583958
10038,30338,0.582504
10038,49295,0.582465
10038,52923,0.582442
