TargetUser,MovieID,Title,PredictedRating
10036,1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",5.0000
10036,8773,Sherlock Holmes and the Secret Weapon (1942),5.0000
10036,7099,Nausicaä of the Valley of the Winds (Kaze no tani no Naushika) (1984),5.0000
10036,1202,Withnail & I (1987),5.0000
10036,7766,Throne of Blood (Kumonosu jô) (1957),5.0000
10036,4745,O (2001),5.0000
10036,902,Breakfast at Tiffany's (1961),4.7439
10036,2068,Fanny and Alexander (Fanny och Alexander) (1982),4.5038
10036,4658,Santa Sangre (1989),4.5004
10036,1292,Being There (1979),4.5000
