TargetUser,NeighborUser,Similarity
10054,66451,0.655185
10054,25379,0.652843
10054,60776,0.629639
10054,63058,0.628178
10054,2423,0.623445
10054,63632,0.607504
10054,9307,0.605218
10054,16670,0.604530
10054,38806,0.601517
10054,10764,0.594187
10054,22166,0.592100
10054,7259,0.592044
10054,1247,0.590340
10054,34885,0.583201
10054,41218,0.581811
10054,5158,0.580242
10054,32733,0.579374
10054,68006,0.578865
10054,59769,0.578062
10054,47493,0.576620
10054,57261,0.575060
10054,69942,0.573405
10054,16053,0.569932
10054,2408,0.568824
10054,10525,0.567643
10054,8879,0.567346
10054,60379,0.565564
10054,3523,0.562079
10054,64382,0.559423
10054,42205,0.557487
10054,64322,0.557096
10054,35574,0.555772
10054,51640,0.555093
10054,54931,0.554943
10054,1716,0.554484
10054,70935,0.552409
10054,2268,0.552102
10054,68557,0.551653
10054,70264,0.551649
10054,59275,0.549819
10054,194,0.547514
10054,66574,0.546410
10054,1381,0.544340
10054,57286,0.543810
10054,9247,0.542794
10054,13108,0.542090
10054,18604,0.541533
10054,45811,0.541139
10054,19216,0.540057
10054,55264,0.539436
