TargetUser,NeighborUser,Similarity
10084,48091,0.370433
10084,54754,0.356708
10084,46039,0.351011
10084,35634,0.349024
10084,26413,0.344206
10084,4136,0.342545
10084,7640,0.338647
10084,67331,0.333580
10084,44617,0.333217
10084,34796,0.333047
10084,43126,0.332613
10084,58928,0.330302
10084,54948,0.330205
10084,69141,0.328965
10084,47360,0.324981
10084,13564,0.324910
10084,65559,0.324204
10084,54070,0.323358
10084,18724,0.322639
10084,9453,0.322589
10084,639,0.322068
10084,24990,0.321636
10084,16939,0.321595
10084,65302,0.321403
10084,21754,0.321165
10084,58385,0.320724
10084,27530,0.319484
10084,56166,0.319471
10084,63739,0.319347
10084,32702,0.319248
10084,39649,0.318900
10084,16205,0.318387
10084,28775,0.317896
10084,23992,0.316512
10084,29370,0.316113
10084,39260,0.315981
10084,57334,0.315582
10084,62728,0.315299
10084,2448,0.314828
10084,21128,0.314275
10084,17504,0.314227
10084,68072,0.314111
10084,31202,0.313667
10084,30140,0.313401
10084,65300,0.313101
10084,68065,0.312832
10084,44741,0.312826
10084,55851,0.312814
10084,19300,0.312620
10084,68624,0.312285
