TargetUser,NeighborUser,Similarity
10008,13913,0.569483
10008,36936,0.555468
10008,71242,0.549458
10008,58905,0.540368
10008,23998,0.529772
10008,15422,0.527221
10008,51220,0.527008
10008,15641,0.513207
10008,49397,0.503078
10008,53270,0.501242
10008,65344,0.501063
10008,15832,0.493180
10008,37833,0.492321
10008,42187,0.489600
10008,32230,0.489563
10008,54586,0.488046
10008,10202,0.481007
10008,53510,0.476173
10008,57716,0.472364
10008,38869,0.470165
10008,31730,0.469767
10008,30080,0.468707
10008,12615,0.461416
10008,38309,0.458803
10008,8780,0.457707
10008,26216,0.455585
10008,30284,0.455480
10008,56488,0.454946
10008,38519,0.453672
10008,52249,0.452257
10008,20705,0.451428
10008,9259,0.450988
10008,14113,0.450533
10008,58699,0.449964
10008,87,0.449601
10008,19515,0.448669
10008,36385,0.446744
10008,5034,0.446566
10008,54949,0.445151
10008,45091,0.444550
10008,32889,0.444222
10008,5420,0.444120
10008,48827,0.442815
10008,64832,0.441472
10008,29684,0.440899
10008,7839,0.440234
10008,52278,0.440155
10008,58766,0.440029
10008,14955,0.439960
10008,54247,0.439829
