TargetUser,NeighborUser,Similarity
1009,15066,0.421657
1009,13970,0.397367
1009,69128,0.396753
1009,36871,0.363330
1009,54114,0.361090
1009,62547,0.358954
1009,66637,0.353837
1009,68008,0.351615
1009,18640,0.347166
1009,1374,0.346329
1009,4171,0.335073
1009,70759,0.334779
1009,20910,0.334059
1009,53558,0.333105
1009,15156,0.332379
1009,35757,0.331636
1009,62728,0.330499
1009,27582,0.329131
1009,15347,0.328691
1009,21516,0.328372
1009,35605,0.325502
1009,40236,0.325160
1009,48102,0.323180
1009,60284,0.322209
1009,58996,0.318590
1009,63225,0.317535
1009,11002,0.317388
1009,6645,0.317058
1009,11024,0.316262
1009,39945,0.315291
1009,1329,0.314604
1009,12382,0.313431
1009,16980,0.313112
1009,6836,0.313055
1009,7004,0.312558
1009,67504,0.312441
1009,34498,0.312397
1009,42442,0.311857
1009,13194,0.310840
1009,36828,0.310354
1009,5252,0.310257
1009,40727,0.309815
1009,69743,0.308923
1009,13231,0.308630
1009,71116,0.308137
1009,28697,0.307662
1009,64512,0.307624
1009,15163,0.306827
1009,12501,0.306614
1009,14322,0.305676
