TargetUser,NeighborUser,Similarity
10067,6860,0.403984
10067,46626,0.397901
10067,9309,0.396735
10067,70699,0.393378
10067,56398,0.391695
10067,59977,0.385865
10067,63614,0.380995
10067,59027,0.380395
10067,44248,0.378714
10067,47202,0.377821
10067,13368,0.377289
10067,49839,0.376561
10067,18596,0.376058
10067,13089,0.373672
10067,18334,0.369007
10067,10228,0.367827
10067,8681,0.367626
10067,66372,0.366975
10067,29873,0.366593
10067,15244,0.366150
10067,10151,0.365687
10067,16716,0.365181
10067,37376,0.364954
10067,20538,0.364272
10067,13040,0.364244
10067,19152,0.362735
10067,67848,0.362723
10067,32709,0.360586
10067,62525,0.360051
10067,63983,0.358471
10067,28261,0.357775
10067,9294,0.357744
10067,59747,0.356698
10067,14785,0.356009
10067,36862,0.355415
10067,63046,0.355326
10067,32638,0.355256
10067,62471,0.354854
10067,37489,0.354595
10067,46323,0.354521
10067,55293,0.354115
10067,34935,0.353912
10067,44321,0.353753
10067,45282,0.353334
10067,33344,0.353162
10067,6403,0.351884
10067,68384,0.351362
10067,29221,0.351254
10067,31188,0.351067
10067,57134,0.350680
