TargetUser,NeighborUser,Similarity
10023,5217,0.468639
10023,60720,0.466477
10023,37128,0.443481
10023,40098,0.433734
10023,59933,0.433473
10023,38306,0.431246
10023,67383,0.430709
10023,2675,0.427601
10023,28862,0.425921
10023,52789,0.424250
10023,1482,0.423530
10023,40908,0.423500
10023,71379,0.422740
10023,34564,0.422351
10023,12957,0.421861
10023,47191,0.421745
10023,64171,0.421140
10023,25956,0.420423
10023,54171,0.419920
10023,3228,0.419186
10023,46323,0.418946
10023,4523,0.418516
10023,61351,0.418314
10023,46752,0.417521
10023,42982,0.417482
10023,15999,0.416475
10023,5720,0.415993
10023,36119,0.415566
10023,23777,0.414846
10023,46735,0.414760
10023,5992,0.412003
10023,9391,0.410974
10023,24661,0.410651
10023,53754,0.410111
10023,9374,0.409983
10023,67781,0.409731
10023,66290,0.409554
10023,4461,0.408270
10023,2534,0.407990
10023,28261,0.405234
10023,37489,0.405225
10023,310,0.404713
10023,13089,0.404286
10023,31338,0.403490
10023,28895,0.403365
10023,7313,0.403114
10023,49028,0.402852
10023,47553,0.401671
10023,12173,0.401405
10023,58621,0.399852
