TargetUser,NeighborUser,Similarity
10086,3150,0.802943
10086,37973,0.797393
10086,25640,0.796752
10086,22032,0.795279
10086,1584,0.794534
10086,51868,0.789901
10086,4357,0.786722
10086,53160,0.785953
10086,67537,0.783554
10086,1079,0.780596
10086,25737,0.779561
10086,11997,0.779252
10086,69842,0.778407
10086,30856,0.778265
10086,55069,0.776615
10086,59428,0.775066
10086,54249,0.774891
10086,61902,0.774791
10086,11969,0.774109
10086,45385,0.772073
10086,68632,0.770348
10086,62822,0.768701
10086,18879,0.765999
10086,67114,0.765521
10086,11512,0.764769
10086,13172,0.764217
10086,51886,0.763800
10086,36138,0.763382
10086,59337,0.763099
10086,15946,0.762167
10086,26803,0.761862
10086,26631,0.761182
10086,23006,0.759863
10086,34559,0.759045
10086,71148,0.758939
10086,10959,0.757336
10086,36974,0.757174
10086,95,0.757070
10086,46112,0.756969
10086,45947,0.756894
10086,32139,0.756213
10086,1911,0.755937
10086,16540,0.754663
10086,42134,0.754591
10086,41240,0.753006
10086,62264,0.752959
10086,11674,0.752423
10086,56267,0.752028
10086,36549,0.751780
10086,56775,0.751458
