TargetUser,NeighborUser,Similarity
10005,20389,0.277953
10005,68922,0.277085
10005,45424,0.276056
10005,51432,0.269441
10005,70491,0.261455
10005,20908,0.257374
10005,27637,0.257054
10005,28696,0.256773
10005,21736,0.255051
10005,32689,0.254488
10005,48297,0.251837
10005,70447,0.251413
10005,60316,0.251366
10005,51641,0.250918
10005,14928,0.250774
10005,48249,0.248409
10005,51502,0.248124
10005,63353,0.247743
10005,20891,0.247404
10005,21064,0.247317
10005,52922,0.245777
10005,67675,0.245675
10005,24627,0.244950
10005,56844,0.244946
10005,15310,0.244384
10005,14198,0.243875
10005,3278,0.243062
10005,48831,0.242981
10005,66127,0.242645
10005,71492,0.242139
10005,17688,0.241595
10005,24147,0.241043
10005,46806,0.241035
10005,1926,0.240992
10005,15643,0.240548
10005,12920,0.240524
10005,1131,0.240476
10005,21712,0.239926
10005,22116,0.239640
10005,1524,0.239196
10005,32800,0.238929
10005,27793,0.237111
10005,2720,0.237052
10005,51213,0.236975
10005,46171,0.235981
10005,2167,0.235904
10005,58228,0.235793
10005,4685,0.235617
10005,66053,0.235607
10005,31733,0.235420
