TargetUser,NeighborUser,Similarity
10046,68546,0.444080
10046,8189,0.436711
10046,13864,0.433607
10046,58530,0.427214
10046,6173,0.421299
10046,63151,0.418651
10046,4754,0.414947
10046,9215,0.409549
10046,58248,0.409213
10046,13848,0.408223
10046,48381,0.406244
10046,33804,0.405448
10046,27057,0.403154
10046,22024,0.402135
10046,49172,0.401990
10046,48759,0.401360
10046,10275,0.400850
10046,40322,0.394484
10046,18718,0.394454
10046,28820,0.393227
10046,16320,0.392004
10046,18403,0.390175
10046,48544,0.388217
10046,27495,0.388109
10046,63658,0.387770
10046,24776,0.385746
10046,41879,0.384126
10046,19152,0.384025
10046,63390,0.382010
10046,7636,0.380543
10046,39980,0.380100
10046,49275,0.376704
10046,51045,0.376507
10046,13974,0.375841
10046,29062,0.374673
10046,19848,0.374451
10046,47318,0.374020
10046,66235,0.373044
10046,54007,0.372313
10046,39594,0.372290
10046,39918,0.371958
10046,20856,0.371850
10046,21321,0.371545
10046,8453,0.371155
10046,15415,0.370538
10046,66305,0.369044
10046,10956,0.368258
10046,62265,0.368131
10046,53738,0.367034
10046,65745,0.366876
