TargetUser,NeighborUser,Similarity
10064,7801,0.279103
10064,13536,0.266011
10064,61134,0.243151
10064,9360,0.236893
10064,32628,0.236286
10064,4304,0.221584
10064,10695,0.214764
10064,59897,0.213383
10064,19626,0.210559
10064,28433,0.207727
10064,15202,0.207561
10064,14942,0.205514
10064,11139,0.202558
10064,52934,0.198517
10064,60129,0.195804
10064,35360,0.189086
10064,63811,0.179416
10064,51075,0.176702
10064,55535,0.175168
10064,59492,0.174664
10064,20169,0.174062
10064,58445,0.173929
10064,20257,0.172366
10064,58999,0.172253
10064,51986,0.170669
10064,23821,0.170618
10064,30714,0.169693
10064,64282,0.169104
10064,29049,0.168036
10064,58092,0.167487
10064,16006,0.166175
10064,57405,0.165962
10064,36299,0.165444
10064,59141,0.165040
10064,34064,0.163244
10064,62060,0.163162
10064,7399,0.163138
10064,66041,0.161678
10064,8343,0.160967
10064,37789,0.160179
10064,13336,0.160157
10064,57421,0.159010
10064,63357,0.158914
10064,46726,0.158062
10064,39975,0.156666
10064,20208,0.155887
10064,13424,0.155053
10064,65699,0.154761
10064,11865,0.152243
10064,13004,0.152073
