TargetUser,NeighborUser,Similarity
10036,3325,0.615532
10036,52888,0.610766
10036,50510,0.602104
10036,43194,0.600701
10036,34429,0.598673
10036,62541,0.598136
10036,45911,0.592317
10036,28346,0.590439
10036,28930,0.583427
10036,28146,0.582797
10036,55097,0.578984
10036,9827,0.576705
10036,45473,0.575223
10036,30135,0.575039
10036,25882,0.573368
10036,24057,0.573092
10036,42242,0.571795
10036,31494,0.571298
10036,28105,0.565716
10036,21199,0.564800
10036,4827,0.563599
10036,27973,0.563302
10036,64024,0.560705
10036,70118,0.560022
10036,32689,0.559754
10036,37076,0.559081
10036,69581,0.557780
10036,27336,0.556536
10036,29080,0.555489
10036,16539,0.555139
10036,1302,0.555013
10036,46931,0.553824
10036,7078,0.552652
10036,66518,0.549623
10036,58031,0.549231
10036,42688,0.549041
10036,3298,0.548848
10036,5329,0.548322
10036,28561,0.547580
10036,57358,0.547302
10036,10516,0.546562
10036,22555,0.546220
10036,50056,0.545967
10036,54153,0.545915
10036,39072,0.545212
10036,60374,0.545060
10036,39501,0.544492
10036,58122,0.543694
10036,11028,0.543562
10036,27881,0.543239
