TargetUser,NeighborUser,Similarity
10033,48698,0.488743
10033,22215,0.455368
10033,5244,0.423614
10033,31212,0.415278
10033,13862,0.413193
10033,56158,0.411342
10033,41593,0.409342
10033,1637,0.406981
10033,52175,0.401511
10033,1624,0.396295
10033,3556,0.395002
10033,6066,0.393801
10033,52552,0.390733
10033,69316,0.389625
10033,38618,0.389234
10033,24258,0.388505
10033,33646,0.387929
10033,70777,0.387663
10033,24839,0.385642
10033,18657,0.384693
10033,67128,0.384351
10033,39235,0.382192
10033,27389,0.381204
10033,70545,0.374185
10033,1129,0.372970
10033,65243,0.372897
10033,70029,0.371968
10033,62563,0.368436
10033,47863,0.366617
10033,69210,0.366384
10033,18474,0.365955
10033,35569,0.365176
10033,29620,0.364992
10033,34027,0.364415
10033,67657,0.364102
10033,38860,0.363793
10033,35190,0.363457
10033,53832,0.363222
10033,50002,0.362881
10033,45428,0.362792
10033,71222,0.362333
10033,53936,0.362184
10033,47238,0.361447
10033,51600,0.360894
10033,30514,0.360854
10033,70666,0.360344
10033,26754,0.360006
10033,4893,0.359583
10033,69492,0.359192
10033,16571,0.358682
