TargetUser,NeighborUser,Similarity
10055,68658,0.405917
10055,5672,0.405673
10055,45110,0.397897
10055,39284,0.389691
10055,58659,0.388035
10055,31602,0.380851
10055,61521,0.378798
10055,65169,0.376847
10055,43418,0.374828
10055,52642,0.365753
10055,41057,0.361246
10055,59611,0.359115
10055,27795,0.356493
10055,56000,0.354149
10055,35380,0.352103
10055,38524,0.350859
10055,34426,0.346777
10055,12646,0.345910
10055,17181,0.343207
10055,63149,0.342945
10055,34500,0.342898
10055,57296,0.342545
10055,35390,0.342437
10055,16561,0.341492
10055,2297,0.339857
10055,70915,0.339149
10055,64429,0.336048
10055,13659,0.335499
10055,5848,0.335388
10055,13525,0.334864
10055,54341,0.334113
10055,60643,0.331266
10055,39364,0.330843
10055,69246,0.329392
10055,37425,0.329041
10055,22319,0.329024
10055,7908,0.326239
10055,31065,0.325231
10055,53759,0.324992
10055,26380,0.324691
10055,23541,0.323983
10055,7313,0.323380
10055,48930,0.321863
10055,68179,0.321391
10055,55988,0.321305
10055,42288,0.321148
10055,29829,0.320456
10055,54038,0.320285
10055,66982,0.318313
10055,2780,0.318114
