TargetUser,NeighborUser,Similarity
10029,50373,0.398434
10029,49375,0.386248
10029,55194,0.385430
10029,64096,0.382084
10029,69289,0.381003
10029,50887,0.378713
10029,51394,0.373630
10029,71391,0.369406
10029,53362,0.363947
10029,3479,0.361301
10029,6953,0.361126
10029,63182,0.359963
10029,23868,0.359431
10029,14985,0.357287
10029,65389,0.356730
10029,21162,0.356457
10029,24190,0.355999
10029,43680,0.354167
10029,31471,0.353682
10029,31545,0.353344
10029,71279,0.351222
10029,16079,0.349498
10029,67177,0.347891
10029,13458,0.347667
10029,46122,0.347633
10029,19342,0.346394
10029,3268,0.346159
10029,48946,0.345161
10029,44105,0.344773
10029,68404,0.343977
10029,18571,0.343759
10029,48007,0.343249
10029,49366,0.343057
10029,32241,0.341843
10029,67265,0.341177
10029,67389,0.341176
10029,57467,0.340678
10029,31558,0.340519
10029,2649,0.340130
10029,56834,0.338314
10029,28226,0.337713
10029,46346,0.337319
10029,44760,0.336141
10029,14457,0.335727
10029,51341,0.335591
10029,51793,0.335438
10029,7648,0.335279
10029,21514,0.335194
10029,33543,0.335187
10029,33150,0.335056
