TargetUser,NeighborUser,Similarity
10027,5368,0.735206
10027,5010,0.698668
10027,6792,0.682561
10027,8909,0.680333
10027,9744,0.674513
10027,9229,0.664188
10027,5331,0.657461
10027,5428,0.642510
10027,6312,0.641328
10027,7651,0.632968
10027,9157,0.627341
10027,5126,0.614756
10027,8211,0.611652
10027,7710,0.609418
10027,8591,0.608998
10027,568,0.608002
10027,6975,0.604145
10027,7985,0.602695
10027,5072,0.600619
10027,5360,0.596732
10027,5082,0.595016
10027,6164,0.588209
10027,6929,0.583718
10027,6200,0.582094
10027,8722,0.577898
10027,5157,0.570358
10027,8435,0.568671
10027,9386,0.567632
10027,5966,0.566425
10027,71544,0.563001
10027,41480,0.561550
10027,17072,0.561161
10027,54090,0.558873
10027,9413,0.558692
10027,7101,0.558575
10027,9710,0.558099
10027,9925,0.557700
10027,4687,0.553820
10027,9072,0.550142
10027,24277,0.547776
10027,9879,0.546783
10027,20634,0.546542
10027,7641,0.544892
10027,6296,0.544085
10027,70195,0.543987
10027,44816,0.542243
10027,9314,0.541746
10027,27404,0.539093
10027,9543,0.537908
10027,12295,0.537410
