TargetUser,NeighborUser,Similarity
10091,68596,0.502005
10091,7674,0.501714
10091,2534,0.489878
10091,38306,0.483049
10091,41406,0.476793
10091,13941,0.475686
10091,16716,0.473601
10091,11347,0.469445
10091,31969,0.465557
10091,43107,0.464368
10091,7081,0.463366
10091,32086,0.462499
10091,32104,0.461725
10091,67820,0.461643
10091,70929,0.458964
10091,42435,0.458843
10091,47553,0.457406
10091,38192,0.456901
10091,37128,0.456682
10091,58432,0.456277
10091,44688,0.454055
10091,19127,0.453279
10091,8524,0.451732
10091,52124,0.450691
10091,40098,0.449426
10091,71163,0.448884
10091,1088,0.448734
10091,59800,0.448326
10091,32384,0.446710
10091,36741,0.444190
10091,45359,0.443595
10091,23585,0.443340
10091,60287,0.440942
10091,47481,0.440889
10091,29187,0.439318
10091,15999,0.438941
10091,14886,0.437234
10091,50920,0.437196
10091,54560,0.437031
10091,25339,0.436385
10091,51157,0.436286
10091,10235,0.435674
10091,1702,0.435607
10091,28568,0.433836
10091,57460,0.433271
10091,67383,0.432786
10091,9650,0.431794
10091,68656,0.430703
10091,24537,0.430329
10091,61921,0.429930
