TargetUser,NeighborUser,Similarity
10034,11997,0.892895
10034,67537,0.873876
10034,4357,0.870937
10034,54249,0.867858
10034,36974,0.865589
10034,36549,0.855240
10034,37973,0.852504
10034,40184,0.852409
10034,54619,0.851030
10034,3602,0.846132
10034,56353,0.845578
10034,60579,0.841041
10034,55240,0.840190
10034,51886,0.840106
10034,39325,0.839946
10034,59968,0.839774
10034,19822,0.838577
10034,51868,0.837715
10034,36138,0.836641
10034,67114,0.833606
10034,37257,0.833396
10034,53526,0.831079
10034,49187,0.830517
10034,61902,0.830208
10034,61006,0.828940
10034,6681,0.827817
10034,25779,0.824026
10034,68278,0.823786
10034,26214,0.822464
10034,3150,0.821955
10034,56775,0.821376
10034,5853,0.820995
10034,51740,0.820687
10034,25640,0.820306
10034,70996,0.819966
10034,34385,0.819257
10034,1584,0.817790
10034,18879,0.817729
10034,37046,0.815257
10034,19430,0.814735
10034,13070,0.813279
10034,45385,0.812999
10034,54997,0.811767
10034,50615,0.811517
10034,13590,0.811079
10034,6248,0.811054
10034,56614,0.810120
10034,53160,0.809634
10034,55221,0.809151
10034,1119,0.808007
