TargetUser,MovieID,Title,PredictedRating
10011,1133,Talking About Sex (1994),5.0000
10011,1077,Sleeper (1973),5.0000
10011,889,1-900 (06) (1994),5.0000
10011,853,Dingo (1991),5.0000
10011,632,Land and Freedom (Tierra y libertad) (1995),5.0000
10011,790,"Unforgettable Summer, An (Un été inoubliable) (1994)",5.0000
10011,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),5.0000
10011,1354,Breaking the Waves (1996),5.0000
10011,1262,"Great Escape, The (1963)",5.0000
10011,659,Purple Noon (Plein soleil) (1960),5.0000
