TargetUser,NeighborUser,Similarity
10087,65529,0.659918
10087,70339,0.636652
10087,1912,0.625335
10087,47966,0.610803
10087,15840,0.607669
10087,6689,0.606678
10087,33204,0.603759
10087,63112,0.602726
10087,3932,0.597221
10087,22122,0.594828
10087,13668,0.594617
10087,63808,0.593107
10087,61518,0.592941
10087,70985,0.588202
10087,71470,0.587907
10087,66211,0.587658
10087,65709,0.586676
10087,70403,0.584173
10087,20599,0.582589
10087,69508,0.580677
10087,65450,0.579686
10087,16324,0.578007
10087,63441,0.577755
10087,8244,0.577567
10087,28894,0.576924
10087,66200,0.574713
10087,20634,0.573385
10087,62532,0.569487
10087,53248,0.567723
10087,1998,0.567063
10087,57116,0.565279
10087,58071,0.563814
10087,31416,0.562462
10087,14858,0.560922
10087,4519,0.560706
10087,71458,0.560513
10087,61874,0.559772
10087,29921,0.557968
10087,70495,0.556427
10087,56193,0.554095
10087,3726,0.552961
10087,65505,0.552611
10087,53238,0.552229
10087,71364,0.547579
10087,47270,0.547568
10087,70199,0.547468
10087,7818,0.547179
10087,23823,0.546774
10087,62587,0.545767
10087,6196,0.544974
