TargetUser,NeighborUser,Similarity
10056,30696,0.567107
10056,59099,0.559064
10056,58646,0.551778
10056,31001,0.546542
10056,69631,0.543723
10056,68208,0.538587
10056,66895,0.534664
10056,57978,0.531843
10056,5795,0.531838
10056,23723,0.528734
10056,50222,0.528114
10056,30695,0.526256
10056,68315,0.524948
10056,65291,0.523273
10056,56205,0.521008
10056,16276,0.519027
10056,59647,0.515582
10056,38620,0.513866
10056,3681,0.513210
10056,21661,0.511779
10056,8257,0.509331
10056,34911,0.509119
10056,57937,0.506439
10056,70252,0.506007
10056,27485,0.503560
10056,58636,0.502130
10056,21154,0.501910
10056,9601,0.500220
10056,35395,0.500171
10056,61233,0.499966
10056,28167,0.499871
10056,54433,0.498062
10056,27927,0.497506
10056,60228,0.495658
10056,31398,0.493932
10056,21085,0.492228
10056,18899,0.489953
10056,6260,0.488984
10056,10545,0.488176
10056,21565,0.487798
10056,47430,0.487010
10056,47581,0.486142
10056,25446,0.485901
10056,40119,0.485470
10056,7612,0.484989
10056,70694,0.484908
10056,68974,0.484697
10056,70665,0.484592
10056,33905,0.483818
10056,66746,0.483159
