TargetUser,NeighborUser,Similarity
10006,70843,0.446209
10006,59072,0.440309
10006,5776,0.425230
10006,12460,0.424211
10006,4956,0.422506
10006,22428,0.419650
10006,56113,0.417205
10006,35757,0.415927
10006,54293,0.414397
10006,5719,0.412584
10006,34947,0.408246
10006,32012,0.407660
10006,67331,0.406922
10006,20592,0.406781
10006,34598,0.405847
10006,2813,0.404887
10006,39210,0.403351
10006,30540,0.402751
10006,41673,0.402632
10006,40429,0.401980
10006,16880,0.401536
10006,54389,0.400854
10006,55742,0.399796
10006,69383,0.399635
10006,12539,0.399263
10006,67991,0.396335
10006,29591,0.396230
10006,1068,0.395129
10006,52268,0.394930
10006,60722,0.394703
10006,18915,0.393500
10006,41313,0.393404
10006,3594,0.392705
10006,30720,0.392581
10006,20920,0.391946
10006,21264,0.391487
10006,15367,0.390476
10006,58300,0.389408
10006,46641,0.389303
10006,874,0.389045
10006,31129,0.388685
10006,42732,0.388418
10006,54084,0.387916
10006,19713,0.387595
10006,71523,0.387290
10006,21967,0.386853
10006,62155,0.386032
10006,18150,0.385848
10006,66989,0.385227
10006,34243,0.385191
