TargetUser,NeighborUser,Similarity
10012,17919,0.615380
10012,17646,0.453829
10012,48089,0.439021
10012,35396,0.434884
10012,27235,0.431753
10012,30779,0.428104
10012,10469,0.427523
10012,23889,0.423147
10012,9806,0.419957
10012,11962,0.419767
10012,48538,0.419585
10012,29801,0.418798
10012,44973,0.413102
10012,20196,0.412899
10012,29974,0.410651
10012,18989,0.409909
10012,17854,0.409558
10012,49117,0.409267
10012,56702,0.409006
10012,31803,0.408949
10012,60693,0.408643
10012,6582,0.407648
10012,30873,0.406881
10012,44208,0.405984
10012,23339,0.405822
10012,26046,0.405504
10012,41998,0.405321
10012,33136,0.405276
10012,42154,0.402904
10012,19001,0.401820
10012,24441,0.401792
10012,67918,0.400232
10012,67292,0.399832
10012,70702,0.398693
10012,67493,0.398555
10012,49532,0.397566
10012,53749,0.397243
10012,42467,0.396730
10012,14734,0.395461
10012,13091,0.395257
10012,44945,0.395156
10012,29814,0.394873
10012,38818,0.394863
10012,67414,0.394472
10012,60826,0.393996
10012,52500,0.393553
10012,18227,0.393355
10012,60684,0.393275
10012,1407,0.393274
10012,39598,0.392525
