TargetUser,MovieID,Title,PredictedRating
10055,2936,Sullivan's Travels (1941),5.0000
10055,2186,Strangers on a Train (1951),5.0000
10055,714,Dead Man (1995),5.0000
10055,3676,Eraserhead (1977),5.0000
10055,334,Vanya on 42nd Street (1994),5.0000
10055,3599,Anchors Aweigh (1945),5.0000
10055,2176,Rope (1948),5.0000
10055,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),5.0000
10055,3634,Seven Days in May (1964),5.0000
10055,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",5.0000
