TargetUser,NeighborUser,Similarity
10077,11407,0.429940
10077,9883,0.422165
10077,28740,0.405731
10077,14785,0.400510
10077,50093,0.395288
10077,35480,0.395216
10077,45301,0.384687
10077,49839,0.384014
10077,44321,0.378607
10077,49828,0.375803
10077,64895,0.368231
10077,26861,0.366249
10077,55644,0.365421
10077,18112,0.364945
10077,871,0.363486
10077,12583,0.363208
10077,9095,0.362775
10077,18494,0.361935
10077,16135,0.361653
10077,29332,0.361640
10077,21382,0.358737
10077,38078,0.358381
10077,45913,0.357990
10077,50648,0.355987
10077,10850,0.351938
10077,55351,0.351372
10077,63046,0.351305
10077,36788,0.350987
10077,34964,0.350892
10077,17010,0.350685
10077,70094,0.350007
10077,38057,0.348935
10077,11173,0.346782
10077,68384,0.346316
10077,25954,0.344775
10077,33999,0.344760
10077,29258,0.344240
10077,68656,0.344021
10077,15881,0.343948
10077,21010,0.343336
10077,50032,0.343160
10077,56038,0.342597
10077,52198,0.341935
10077,11481,0.341341
10077,25124,0.340809
10077,66424,0.340756
10077,20088,0.340026
10077,5334,0.339862
10077,51497,0.339486
10077,42870,0.339291
