TargetUser,NeighborUser,Similarity
10016,50404,0.546220
10016,11771,0.540946
10016,20888,0.502057
10016,34721,0.501512
10016,19071,0.500116
10016,47099,0.499221
10016,69116,0.497954
10016,21377,0.495328
10016,41071,0.494559
10016,28523,0.486993
10016,51887,0.484218
10016,56542,0.484198
10016,5643,0.483577
10016,6411,0.481161
10016,30058,0.481002
10016,42139,0.480727
10016,36353,0.480557
10016,61388,0.480037
10016,45729,0.477788
10016,8914,0.477518
10016,41943,0.476959
10016,67482,0.472318
10016,64721,0.471643
10016,28078,0.471495
10016,54246,0.469500
10016,47546,0.468804
10016,69330,0.468773
10016,21471,0.468019
10016,57086,0.466808
10016,29512,0.466371
10016,15581,0.466340
10016,61103,0.465401
10016,29935,0.464781
10016,31545,0.464392
10016,45689,0.464096
10016,16379,0.463016
10016,30379,0.462864
10016,34319,0.462447
10016,57555,0.462420
10016,1671,0.461898
10016,42607,0.460762
10016,69913,0.459516
10016,3344,0.459323
10016,17422,0.458852
10016,20877,0.457743
10016,52020,0.457407
10016,57489,0.456194
10016,45644,0.455749
10016,26614,0.455126
10016,3479,0.455076
