TargetUser,NeighborUser,Similarity
10040,57252,0.629342
10040,16482,0.610773
10040,17821,0.599528
10040,8121,0.582652
10040,69700,0.572831
10040,50316,0.571604
10040,55035,0.568752
10040,58251,0.568565
10040,15074,0.567113
10040,50605,0.565300
10040,16450,0.557708
10040,20883,0.554911
10040,1712,0.554781
10040,12670,0.552454
10040,3105,0.548000
10040,56482,0.542947
10040,2689,0.538548
10040,46730,0.528234
10040,32998,0.525674
10040,67519,0.517326
10040,65700,0.515054
10040,10698,0.506449
10040,35203,0.506410
10040,30701,0.505620
10040,37031,0.505091
10040,18831,0.503274
10040,13045,0.500607
10040,56014,0.498925
10040,42643,0.496476
10040,58234,0.495904
10040,5622,0.495511
10040,35512,0.494685
10040,37643,0.493061
10040,30570,0.489312
10040,40740,0.486826
10040,70862,0.484870
10040,52899,0.482095
10040,7446,0.481329
10040,53993,0.480110
10040,48888,0.479619
10040,15670,0.477354
10040,4923,0.476954
10040,19943,0.476329
10040,15617,0.475442
10040,856,0.474862
10040,10855,0.473193
10040,35528,0.473132
10040,34614,0.470682
10040,46431,0.470491
10040,53795,0.468806
