TargetUser,NeighborUser,Similarity
10081,1585,0.494413
10081,57356,0.490327
10081,55962,0.484635
10081,35787,0.483225
10081,51434,0.478836
10081,17174,0.478415
10081,63915,0.474571
10081,23516,0.473374
10081,67512,0.472409
10081,18951,0.468598
10081,601,0.467442
10081,26113,0.465586
10081,47422,0.464913
10081,28968,0.464163
10081,65765,0.464115
10081,53490,0.461245
10081,44593,0.460556
10081,1829,0.459544
10081,63763,0.457751
10081,49701,0.457658
10081,51258,0.456974
10081,67243,0.455747
10081,36855,0.454937
10081,51464,0.450571
10081,36230,0.450146
10081,67879,0.448786
10081,66957,0.448394
10081,52656,0.448387
10081,13823,0.447708
10081,10422,0.447141
10081,28400,0.446313
10081,7770,0.445950
10081,9322,0.445190
10081,16252,0.444764
10081,42183,0.443098
10081,25101,0.442922
10081,56173,0.441426
10081,45754,0.441357
10081,31532,0.441268
10081,43745,0.440961
10081,38873,0.440475
10081,71398,0.440177
10081,63288,0.438758
10081,21240,0.438209
10081,48960,0.438059
10081,42348,0.437762
10081,51389,0.437457
10081,1005,0.436884
10081,35747,0.436864
10081,56397,0.436482
