TargetUser,MovieID,Title,PredictedRating
10025,3668,Romeo and Juliet (1968),5.0000
10025,3379,On the Beach (1959),5.0000
10025,870,Gone Fishin' (1997),5.0000
10025,3913,Barenaked in America (1999),5.0000
10025,326,To Live (Huozhe) (1994),5.0000
10025,2983,"Ipcress File, The (1965)",5.0000
10025,34482,"Browning Version, The (1951)",5.0000
10025,5379,"Believer, The (2001)",5.0000
10025,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",5.0000
10025,6450,"Heaven Knows, Mr. Allison (1957)",5.0000
