TargetUser,NeighborUser,Similarity
10072,60742,0.513073
10072,585,0.510698
10072,31740,0.509735
10072,69246,0.502932
10072,71481,0.500498
10072,65654,0.496217
10072,64311,0.493869
10072,57243,0.492017
10072,56859,0.483333
10072,1482,0.482130
10072,32462,0.478552
10072,66079,0.477187
10072,48953,0.476259
10072,43877,0.472556
10072,7856,0.471353
10072,13734,0.471184
10072,40046,0.470935
10072,24106,0.470690
10072,59104,0.469732
10072,64171,0.469527
10072,37631,0.467747
10072,32796,0.467518
10072,28862,0.467088
10072,14415,0.465648
10072,41276,0.464968
10072,2675,0.464498
10072,38686,0.463863
10072,47394,0.462888
10072,67708,0.461949
10072,31338,0.461700
10072,671,0.461536
10072,16515,0.460909
10072,49089,0.459104
10072,67141,0.457818
10072,31258,0.457742
10072,53751,0.456951
10072,38513,0.454717
10072,38151,0.454348
10072,14475,0.454287
10072,33473,0.453564
10072,6924,0.452915
10072,46886,0.451091
10072,46735,0.450648
10072,42982,0.450559
10072,3652,0.450477
10072,53444,0.449855
10072,70864,0.448801
10072,60637,0.448348
10072,58480,0.448096
10072,68414,0.448034
