TargetUser,NeighborUser,Similarity
10051,55840,0.573438
10051,55046,0.566644
10051,45478,0.557624
10051,69242,0.555052
10051,17438,0.551889
10051,48717,0.545198
10051,15722,0.542626
10051,18646,0.537668
10051,66874,0.533303
10051,44129,0.532095
10051,64718,0.531753
10051,40456,0.531346
10051,64240,0.530518
10051,48657,0.529919
10051,12012,0.529198
10051,32545,0.527379
10051,31804,0.526193
10051,7612,0.525804
10051,32501,0.523605
10051,47438,0.522965
10051,67542,0.522634
10051,42154,0.521591
10051,41154,0.521378
10051,40414,0.521369
10051,28855,0.521315
10051,50893,0.516586
10051,49447,0.516558
10051,8973,0.515448
10051,11646,0.515292
10051,57481,0.514981
10051,46319,0.512961
10051,57612,0.512050
10051,14716,0.511681
10051,70974,0.511651
10051,28232,0.511619
10051,49961,0.511153
10051,23582,0.510823
10051,23646,0.510737
10051,6971,0.510457
10051,38413,0.510167
10051,25907,0.508236
10051,68743,0.507924
10051,28788,0.507853
10051,6014,0.506592
10051,41394,0.506122
10051,46695,0.505085
10051,48538,0.504992
10051,48933,0.504654
10051,28128,0.503441
10051,70229,0.503223
