TargetUser,MovieID,Title,PredictedRating
10019,27803,"Sea Inside, The (Mar adentro) (2004)",5.0000
10019,1884,Fear and Loathing in Las Vegas (1998),5.0000
10019,7482,Enter the Dragon (1973),5.0000
10019,4880,Life as a House (2001),5.0000
10019,3581,Human Traffic (1999),5.0000
10019,3168,Easy Rider (1969),5.0000
10019,2083,"Muppet Christmas Carol, The (1992)",5.0000
10019,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),5.0000
10019,8528,Dodgeball: A True Underdog Story (2004),5.0000
10019,45928,Who Killed the Electric Car? (2006),5.0000
