TargetUser,NeighborUser,Similarity
10070,21922,0.439991
10070,48834,0.437794
10070,71311,0.421912
10070,12993,0.410181
10070,3424,0.373577
10070,18976,0.370666
10070,47198,0.369347
10070,34954,0.366470
10070,15020,0.365698
10070,9942,0.364408
10070,26569,0.364208
10070,54355,0.361667
10070,61651,0.361381
10070,20360,0.360702
10070,17366,0.359154
10070,49291,0.351683
10070,9163,0.349867
10070,21876,0.349520
10070,58819,0.349038
10070,55564,0.347114
10070,52785,0.346303
10070,49519,0.346199
10070,790,0.345502
10070,40947,0.345299
10070,41722,0.341574
10070,64017,0.341198
10070,65180,0.340655
10070,39877,0.340407
10070,29517,0.339630
10070,3669,0.339220
10070,66739,0.338587
10070,203,0.337725
10070,4469,0.336908
10070,32637,0.336892
10070,28177,0.336839
10070,51531,0.336298
10070,32373,0.335732
10070,57072,0.334012
10070,63983,0.333294
10070,1761,0.333187
10070,13152,0.332961
10070,18406,0.332419
10070,7051,0.330685
10070,40896,0.330619
10070,29024,0.330216
10070,61551,0.329859
10070,12664,0.329417
10070,61643,0.329094
10070,45935,0.326748
10070,871,0.326700
