TargetUser,NeighborUser,Similarity
10035,42644,0.504051
10035,45753,0.475127
10035,33096,0.470284
10035,24901,0.456809
10035,71216,0.445127
10035,49236,0.443873
10035,35814,0.443100
10035,4513,0.439746
10035,6743,0.437430
10035,20682,0.435520
10035,62947,0.433694
10035,12910,0.432377
10035,21171,0.427414
10035,51516,0.425147
10035,63612,0.423934
10035,61837,0.423481
10035,39930,0.420463
10035,42104,0.418917
10035,8083,0.418631
10035,26628,0.416797
10035,54937,0.416133
10035,59695,0.415402
10035,14934,0.414702
10035,71562,0.414263
10035,28940,0.414122
10035,31733,0.413600
10035,49955,0.412422
10035,24712,0.411843
10035,61334,0.410169
10035,45282,0.410050
10035,45257,0.409777
10035,15558,0.409272
10035,13342,0.408917
10035,59859,0.408785
10035,6678,0.408646
10035,41888,0.408458
10035,32293,0.408126
10035,10245,0.407315
10035,39505,0.407116
10035,23907,0.406486
10035,13999,0.406445
10035,24147,0.405828
10035,23580,0.405443
10035,40350,0.405375
10035,31366,0.405297
10035,38194,0.404870
10035,38260,0.404243
10035,47805,0.404142
10035,17532,0.402480
10035,798,0.402466
