TargetUser,NeighborUser,Similarity
10071,46230,0.271160
10071,8548,0.269227
10071,64896,0.255528
10071,31389,0.242429
10071,66906,0.238261
10071,58812,0.234413
10071,13987,0.229539
10071,49053,0.227517
10071,59140,0.224551
10071,2622,0.222749
10071,43137,0.222269
10071,30284,0.222144
10071,64832,0.220066
10071,15597,0.217967
10071,63404,0.215633
10071,68945,0.215473
10071,20637,0.214829
10071,45017,0.214828
10071,8131,0.211582
10071,14039,0.211375
10071,13207,0.211317
10071,43810,0.210377
10071,8918,0.210098
10071,28553,0.207921
10071,19207,0.206808
10071,44214,0.206745
10071,27252,0.206450
10071,56792,0.205580
10071,23819,0.203822
10071,60924,0.203246
10071,238,0.203200
10071,38309,0.202130
10071,2058,0.201691
10071,25088,0.200823
10071,16000,0.200513
10071,26216,0.200351
10071,61585,0.199193
10071,50924,0.199046
10071,58225,0.197569
10071,40947,0.197539
10071,7016,0.196059
10071,47639,0.194816
10071,58840,0.193996
10071,63782,0.193728
10071,68686,0.193309
10071,23547,0.193000
10071,57807,0.192832
10071,11911,0.192761
10071,113,0.192106
10071,4732,0.191950
