TargetUser,NeighborUser,Similarity
1003,46459,0.470467
1003,20010,0.453815
1003,8304,0.451046
1003,8230,0.429364
1003,11935,0.424323
1003,14930,0.417647
1003,69520,0.410910
1003,38832,0.407683
1003,48693,0.405570
1003,30480,0.393194
1003,30369,0.389391
1003,26527,0.385531
1003,2189,0.383018
1003,47264,0.381194
1003,25579,0.380884
1003,39255,0.376433
1003,18005,0.372815
1003,4424,0.370366
1003,60911,0.370204
1003,15754,0.368792
1003,50082,0.368681
1003,19754,0.367732
1003,16865,0.365063
1003,63001,0.363089
1003,32889,0.357283
1003,39853,0.351709
1003,48569,0.350934
1003,21365,0.350282
1003,15930,0.350177
1003,23363,0.349228
1003,725,0.348078
1003,5222,0.345484
1003,52470,0.342914
1003,18488,0.342485
1003,40567,0.339373
1003,59412,0.339329
1003,31191,0.339247
1003,696,0.336957
1003,52027,0.336834
1003,27622,0.333326
1003,68668,0.331542
1003,29395,0.330998
1003,5443,0.330469
1003,4581,0.330150
1003,17943,0.329183
1003,26621,0.328937
1003,14123,0.328739
1003,8711,0.327999
1003,52169,0.327172
1003,52760,0.326935
