TargetUser,MovieID,Title,PredictedRating
10084,968,Night of the Living Dead (1968),5.0000
10084,1268,Pump Up the Volume (1990),5.0000
10084,1019,"20,000 Leagues Under the Sea (1954)",5.0000
10084,6940,In My Skin (Dans ma Peau) (2002),5.0000
10084,8866,Wimbledon (2004),5.0000
10084,6907,Holy Matrimony (1994),5.0000
10084,42418,"New World, The (2005)",5.0000
10084,57690,"Shoes of the Fisherman, The (1968)",5.0000
10084,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",5.0000
10084,2139,"Secret of NIMH, The (1982)",5.0000
