TargetUser,NeighborUser,Similarity
10075,64066,0.696866
10075,46410,0.650143
10075,26832,0.642051
10075,60977,0.640768
10075,45980,0.639837
10075,47675,0.635294
10075,13096,0.632379
10075,69457,0.628768
10075,56834,0.628666
10075,48865,0.627944
10075,67623,0.626976
10075,19157,0.626656
10075,53311,0.625568
10075,61554,0.625323
10075,60773,0.624320
10075,16251,0.624297
10075,66623,0.622917
10075,50615,0.622218
10075,32690,0.622057
10075,51879,0.620171
10075,35416,0.620100
10075,51740,0.618755
10075,45637,0.618647
10075,31985,0.616123
10075,33127,0.615870
10075,53164,0.615479
10075,24190,0.614218
10075,25819,0.613587
10075,55360,0.612375
10075,23467,0.611768
10075,48483,0.610738
10075,42222,0.610608
10075,35694,0.609909
10075,71071,0.609791
10075,39858,0.609747
10075,64549,0.608482
10075,56278,0.607543
10075,60659,0.607502
10075,42587,0.607378
10075,13344,0.607349
10075,64909,0.607234
10075,54619,0.607151
10075,42238,0.607087
10075,11997,0.606969
10075,48404,0.606104
10075,58488,0.605717
10075,34571,0.604836
10075,26343,0.604607
10075,41240,0.604507
10075,50340,0.603043
