TargetUser,MovieID,Title,PredictedRating
10063,4235,Amores Perros (Love's a Bitch) (2000),5.0000
10063,1339,Dracula (Bram Stoker's Dracula) (1992),5.0000
10063,6765,Under the Tuscan Sun (2003),5.0000
10063,2020,Dangerous Liaisons (1988),5.0000
10063,5620,Sweet Home Alabama (2002),5.0000
10063,4772,Dinner Rush (2000),5.0000
10063,27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",5.0000
10063,5060,M*A*S*H (a.k.a. MASH) (1970),5.0000
10063,940,"Adventures of Robin Hood, The (1938)",5.0000
10063,3594,Center Stage (2000),5.0000
