TargetUser,NeighborUser,Similarity
10080,29449,0.773950
10080,69799,0.737879
10080,68489,0.734455
10080,18234,0.732413
10080,61031,0.725897
10080,28867,0.718926
10080,14488,0.708819
10080,58493,0.699335
10080,41771,0.695753
10080,46027,0.695326
10080,12102,0.694220
10080,14882,0.693683
10080,69020,0.691549
10080,70056,0.690886
10080,54123,0.690315
10080,14122,0.690191
10080,64526,0.689847
10080,36569,0.689435
10080,62361,0.689101
10080,2655,0.688685
10080,39571,0.687064
10080,52414,0.686292
10080,54268,0.684282
10080,5530,0.683265
10080,69892,0.683065
10080,8119,0.682966
10080,38903,0.681957
10080,17906,0.681490
10080,41795,0.680173
10080,46528,0.679672
10080,7184,0.679128
10080,68617,0.678398
10080,70144,0.678368
10080,33334,0.677373
10080,43721,0.676841
10080,9507,0.675173
10080,37716,0.674989
10080,61254,0.674635
10080,66769,0.673901
10080,13160,0.673750
10080,50501,0.673039
10080,30915,0.672514
10080,20842,0.672150
10080,20521,0.671859
10080,51084,0.671670
10080,48581,0.671497
10080,60035,0.670627
10080,18653,0.670311
10080,1517,0.670012
10080,54770,0.669915
