TargetUser,NeighborUser,Similarity
1005,27205,0.667631
1005,30764,0.649314
1005,50050,0.646752
1005,27782,0.646541
1005,21314,0.643806
1005,12851,0.640460
1005,47292,0.638428
1005,34962,0.628649
1005,18446,0.628087
1005,25159,0.626148
1005,26847,0.626025
1005,7377,0.624511
1005,67243,0.624281
1005,60244,0.624030
1005,37619,0.622367
1005,68353,0.619843
1005,43049,0.619216
1005,46420,0.618707
1005,48033,0.618653
1005,25118,0.617900
1005,66552,0.616498
1005,9507,0.615414
1005,26327,0.615175
1005,677,0.614917
1005,22423,0.614445
1005,65244,0.613370
1005,65892,0.613242
1005,35279,0.612578
1005,24551,0.612099
1005,66769,0.612042
1005,59486,0.611716
1005,42134,0.611452
1005,14488,0.611443
1005,57830,0.610745
1005,7333,0.610425
1005,39789,0.609667
1005,1180,0.609436
1005,26005,0.609173
1005,25908,0.608666
1005,28776,0.608102
1005,71126,0.607819
1005,64119,0.607780
1005,30915,0.606941
1005,6152,0.606835
1005,18131,0.606157
1005,62872,0.605489
1005,41384,0.604815
1005,9078,0.604263
1005,45304,0.604028
1005,1204,0.603948
