TargetUser,NeighborUser,Similarity
10009,10412,0.402955
10009,22142,0.311174
10009,60733,0.300393
10009,33755,0.300167
10009,9523,0.297649
10009,34344,0.290761
10009,9557,0.289736
10009,37646,0.283530
10009,68478,0.282191
10009,33274,0.279163
10009,9228,0.277094
10009,14697,0.273567
10009,22745,0.271441
10009,9652,0.267657
10009,26558,0.265535
10009,10569,0.264589
10009,32556,0.261870
10009,15598,0.257919
10009,46222,0.253920
10009,1672,0.246758
10009,44303,0.242560
10009,34767,0.240347
10009,48478,0.238609
10009,10018,0.236685
10009,16362,0.236674
10009,15151,0.230575
10009,31878,0.230282
10009,42739,0.229443
10009,29335,0.226396
10009,53854,0.225973
10009,32026,0.225150
10009,9115,0.224804
10009,12667,0.223717
10009,33109,0.221980
10009,36906,0.221328
10009,7140,0.220863
10009,40969,0.219407
10009,15913,0.219045
10009,15221,0.216526
10009,20698,0.216430
10009,65195,0.215829
10009,38028,0.215329
10009,59047,0.214093
10009,47290,0.213390
10009,11375,0.212172
10009,37608,0.211905
10009,34188,0.210307
10009,65933,0.210204
10009,58673,0.210151
10009,41736,0.209925
