TargetUser,NeighborUser,Similarity
10022,67848,0.478937
10022,15616,0.463738
10022,23045,0.439658
10022,67456,0.422695
10022,66479,0.413471
10022,10223,0.411692
10022,2502,0.409465
10022,59621,0.407925
10022,58621,0.405749
10022,6957,0.403078
10022,13568,0.397507
10022,58379,0.395559
10022,58550,0.395111
10022,61142,0.394372
10022,8204,0.393808
10022,31776,0.392126
10022,582,0.391284
10022,58161,0.391138
10022,1578,0.389455
10022,63500,0.387719
10022,14690,0.387580
10022,40098,0.384469
10022,2703,0.382653
10022,32595,0.381582
10022,49345,0.380711
10022,17114,0.380592
10022,19356,0.379931
10022,35399,0.379037
10022,49839,0.374143
10022,1518,0.373599
10022,7407,0.373059
10022,7260,0.372296
10022,2127,0.372018
10022,11378,0.371808
10022,67820,0.370890
10022,56038,0.370697
10022,56127,0.370500
10022,34369,0.369950
10022,35213,0.368147
10022,43185,0.368011
10022,46323,0.367496
10022,12943,0.367482
10022,1970,0.367159
10022,8221,0.366678
10022,66290,0.366660
10022,9854,0.366525
10022,62936,0.366407
10022,20395,0.365275
10022,33058,0.365188
10022,66828,0.364546
