TargetUser,NeighborUser,Similarity
10004,4611,0.438921
10004,4893,0.429676
10004,62608,0.423905
10004,43981,0.421387
10004,63487,0.419406
10004,30946,0.402372
10004,3745,0.402201
10004,1830,0.394571
10004,20477,0.392962
10004,65418,0.385490
10004,58437,0.382931
10004,512,0.381900
10004,69189,0.380703
10004,10871,0.379444
10004,52671,0.377149
10004,3161,0.375842
10004,34027,0.375322
10004,16826,0.374311
10004,70545,0.370988
10004,16995,0.368848
10004,4000,0.368215
10004,25333,0.367844
10004,69578,0.365956
10004,18971,0.365684
10004,59368,0.365649
10004,5312,0.365587
10004,45780,0.363931
10004,39164,0.363336
10004,67018,0.362988
10004,36028,0.362646
10004,20374,0.359114
10004,4203,0.358237
10004,23857,0.356814
10004,25348,0.355885
10004,69458,0.355031
10004,35210,0.354519
10004,18340,0.354216
10004,35343,0.352985
10004,904,0.352710
10004,60985,0.352662
10004,70269,0.352045
10004,44952,0.351928
10004,34129,0.351776
10004,11095,0.351369
10004,24808,0.350318
10004,45488,0.350201
10004,48079,0.349822
10004,46758,0.349777
10004,64387,0.349208
10004,58128,0.349053
