TargetUser,NeighborUser,Similarity
10044,54968,0.347601
10044,59271,0.335245
10044,726,0.315535
10044,10500,0.314247
10044,10899,0.313767
10044,1130,0.313053
10044,57808,0.307978
10044,64995,0.307703
10044,5840,0.305346
10044,51432,0.304045
10044,67167,0.302503
10044,11645,0.302376
10044,61356,0.300867
10044,56491,0.298431
10044,33108,0.297809
10044,39580,0.297576
10044,68992,0.296849
10044,16737,0.296441
10044,20564,0.295297
10044,41806,0.294574
10044,66274,0.293416
10044,12943,0.292623
10044,20427,0.290240
10044,13642,0.289329
10044,4401,0.288812
10044,31733,0.288099
10044,2038,0.287782
10044,36373,0.287718
10044,57692,0.285415
10044,12420,0.284430
10044,25703,0.283642
10044,49500,0.283434
10044,42982,0.283002
10044,53439,0.282830
10044,41848,0.282638
10044,27394,0.282602
10044,62884,0.282370
10044,34391,0.281681
10044,69167,0.281432
10044,14758,0.281298
10044,39855,0.281266
10044,23448,0.280936
10044,56045,0.280927
10044,6453,0.280285
10044,32993,0.280104
10044,14461,0.279201
10044,59078,0.279147
10044,63291,0.279026
10044,19820,0.279000
10044,57380,0.278921
