TargetUser,NeighborUser,Similarity
10068,3222,0.550779
10068,32737,0.545661
10068,67203,0.543413
10068,19707,0.539361
10068,60284,0.539188
10068,33983,0.536214
10068,48363,0.535896
10068,11470,0.531544
10068,49984,0.526855
10068,2448,0.525824
10068,27364,0.524626
10068,34498,0.523506
10068,36431,0.521674
10068,4136,0.521437
10068,44104,0.518883
10068,43523,0.518101
10068,69743,0.512113
10068,34761,0.511205
10068,59533,0.506009
10068,70492,0.505037
10068,40225,0.505026
10068,19381,0.504280
10068,56808,0.503380
10068,69596,0.502925
10068,10598,0.502685
10068,62728,0.501466
10068,61029,0.499206
10068,65013,0.498999
10068,36372,0.498650
10068,60664,0.498352
10068,65824,0.498351
10068,26056,0.496308
10068,4890,0.494358
10068,9327,0.494046
10068,7156,0.493695
10068,5703,0.492873
10068,24022,0.492234
10068,6366,0.492204
10068,62231,0.491230
10068,57398,0.490818
10068,65083,0.490762
10068,17977,0.489931
10068,71229,0.489729
10068,60853,0.489338
10068,4171,0.489141
10068,27696,0.488584
10068,58426,0.488134
10068,5586,0.488038
10068,22741,0.486910
10068,25100,0.486119
