TargetUser,NeighborUser,Similarity
10039,59544,0.399396
10039,16559,0.376719
10039,29568,0.363353
10039,13919,0.361560
10039,13654,0.342587
10039,20374,0.336024
10039,36037,0.322764
10039,69967,0.315651
10039,51087,0.311001
10039,69150,0.310761
10039,71118,0.309601
10039,48444,0.308570
10039,41920,0.307146
10039,32751,0.306326
10039,2782,0.305492
10039,25652,0.304062
10039,35269,0.303996
10039,45488,0.303247
10039,61344,0.303014
10039,62867,0.298119
10039,51712,0.295488
10039,61710,0.292401
10039,52484,0.292269
10039,26909,0.290334
10039,49242,0.283126
10039,69883,0.282997
10039,48611,0.282864
10039,15465,0.282370
10039,4613,0.281666
10039,13862,0.281383
10039,32072,0.280950
10039,29495,0.280501
10039,24791,0.280354
10039,44897,0.279570
10039,58429,0.279481
10039,69523,0.278852
10039,6390,0.277940
10039,42177,0.276653
10039,71507,0.274936
10039,48079,0.274648
10039,39859,0.274133
10039,6561,0.273727
10039,32571,0.273493
10039,37519,0.273034
10039,47684,0.271953
10039,3714,0.271405
10039,8263,0.269048
10039,55631,0.268960
10039,855,0.268157
10039,51646,0.267955
