TargetUser,NeighborUser,Similarity
10074,22428,0.363822
10074,16816,0.359450
10074,52163,0.358249
10074,39204,0.353565
10074,56907,0.350998
10074,64141,0.350346
10074,56113,0.346260
10074,68131,0.344765
10074,65470,0.343697
10074,25750,0.341731
10074,18550,0.341646
10074,51116,0.338194
10074,55254,0.336719
10074,51835,0.336679
10074,27901,0.333238
10074,10006,0.332620
10074,41313,0.332012
10074,43236,0.330396
10074,57367,0.330383
10074,60722,0.329194
10074,874,0.328939
10074,48628,0.328864
10074,12460,0.328816
10074,58300,0.328577
10074,8266,0.327301
10074,24369,0.326795
10074,66989,0.326715
10074,71159,0.326012
10074,61313,0.325945
10074,21744,0.324363
10074,35697,0.321896
10074,12964,0.321646
10074,5650,0.321435
10074,49907,0.321247
10074,70843,0.321096
10074,11450,0.321063
10074,6637,0.320965
10074,18447,0.320908
10074,47700,0.320147
10074,30720,0.319783
10074,31129,0.319711
10074,54293,0.319568
10074,66383,0.318904
10074,22385,0.318815
10074,61593,0.318699
10074,18482,0.318239
10074,34457,0.318166
10074,2813,0.317722
10074,20592,0.317493
10074,7640,0.316936
