TargetUser,NeighborUser,Similarity
10085,38827,0.424905
10085,38609,0.416985
10085,34012,0.404062
10085,39472,0.403779
10085,588,0.399957
10085,870,0.392745
10085,29479,0.383432
10085,41865,0.382396
10085,31464,0.382089
10085,38991,0.379455
10085,18700,0.375735
10085,62328,0.375378
10085,2123,0.373690
10085,52689,0.373080
10085,28843,0.372433
10085,37045,0.372402
10085,47300,0.372169
10085,39659,0.371830
10085,40044,0.371794
10085,24382,0.371365
10085,55983,0.369548
10085,36932,0.368295
10085,37705,0.368208
10085,3321,0.368022
10085,44530,0.367395
10085,18584,0.366169
10085,6984,0.364915
10085,48646,0.364901
10085,39614,0.364778
10085,24137,0.364289
10085,49450,0.363405
10085,55122,0.363110
10085,47298,0.362537
10085,21013,0.361809
10085,50780,0.361684
10085,45692,0.360611
10085,11394,0.359606
10085,27041,0.358464
10085,2226,0.357983
10085,46503,0.357980
10085,31866,0.357965
10085,51683,0.357582
10085,50781,0.357455
10085,65269,0.357338
10085,42083,0.355970
10085,14694,0.355742
10085,58790,0.355740
10085,47304,0.355576
10085,47823,0.355292
10085,3444,0.354806
