TargetUser,NeighborUser,Similarity
10021,53919,0.627790
10021,1113,0.592568
10021,49419,0.590769
10021,20441,0.589921
10021,13939,0.585259
10021,13450,0.585104
10021,46290,0.580627
10021,8464,0.571009
10021,17415,0.564908
10021,7589,0.561238
10021,53102,0.558908
10021,48485,0.557611
10021,5743,0.555933
10021,27409,0.555891
10021,12235,0.555591
10021,32898,0.551724
10021,36639,0.549755
10021,37652,0.548783
10021,71382,0.547022
10021,62218,0.545067
10021,13456,0.543944
10021,40152,0.543848
10021,44452,0.541771
10021,64235,0.541654
10021,69497,0.537812
10021,44831,0.536424
10021,13773,0.533013
10021,25171,0.531954
10021,26280,0.531667
10021,15482,0.531412
10021,19271,0.531239
10021,68212,0.530569
10021,1648,0.530261
10021,17142,0.529007
10021,21479,0.527703
10021,63821,0.526191
10021,57969,0.525206
10021,5343,0.525069
10021,21874,0.524559
10021,17079,0.524142
10021,14745,0.523337
10021,37995,0.522136
10021,35996,0.521625
10021,62781,0.521200
10021,26167,0.520305
10021,49330,0.519912
10021,35664,0.519715
10021,3615,0.519634
10021,35554,0.519146
10021,41979,0.519004
